"lang"
{
	"Language"	"Russian"
"item_for_gorin"						"Табуретки Горина"		
"item_for_fatmum"						"Облик Жирная Мамка"		
"item_for_kurumi"						"Облик Куруми"		
"item_for_never"						"Облик Never"		
"item_for_valakas"						"Облик Глад Валакас"		
"item_for_papich"						"Облик Папича"		
"item_for_johncena"						"Облик John Cena"		
"item_for_jew"							"Когти Еврея"	
"item_for_poroshenko"					"Зеленский-Порошенко"			
"item_for_druzhko"						"Темный Дружко"		
"item_for_sobolev"						"Книга Соболева"		
"item_for_knuckles"						"Стиль Knuckles"		
"item_for_bigrussianboss"				"Корона Big Russian Boss"				
"item_for_versuta"						"Облик Versuta"		
"item_for_robbie"						"Облик Робби злобный"		
"item_for_fatmum_2"						"Маска Канеки Жирной мамки"	
"item_for_ayano"						"Облик Аяно Аиши"	
"item_for_boy"							"Облик Опасный Поцык"	

"item_for_scp_description"				"Предмет изменяет текстуру SCP-137"
"item_for_silvername_description"		"Предмет изменяет модель героя SilverName"
"item_for_gorin_description"			"Предмет изменяет оружие Генадия Горина на табуретки"
"item_for_fatmum_description"			"Предмет изменяет модель Жирной мамки и добавляет новый эффект для способности Неприятный запах"
"item_for_kurumi_description"			"Предмет изменяет модель Куруми и добавляет эффект для способности Седьмая пуля: Заин"
"item_for_never_description"			"Предмет изменяет модель Never, добавляет крылья и новые эффекты способностей"
"item_for_valakas_description"			"Предмет изменяет модель Глада Валакаса, добавляет звук Это бан при убийстве и новый эффект способности Бяк Бяк Бяк"
"item_for_papich_description"			"Предмет изменяет модель Папича и добавляет новый эффект для способности В соляного"
"item_for_johncena_description"			"Предмет изменяет модель John Cena и добавляет новый эффект для способности Удар с разбега"
"item_for_jew_description"				"Предмет добавляет Еврею когти, мешок с золотом и добавляет эффект для способности Спиздить монеты"
"item_for_poroshenko_description"		"Предмет добавляет голову Зеленского"
"item_for_druzhko_description"			"Предмет изменяет модель Дружко и добавляет 3 сферы"
"item_for_sobolev_description"			"Предмет изменяет оружие Соболева на свои книги и изменяет иконку способности Хайповый удар"
"item_for_ayano_description"			"Предмет изменяет модель Аяно Аиши и добавляет новый эффект для способности Взять циркулярную пилу"
"item_for_knuckles_description"			"Предмет изменяет текстуру Наклза"
"item_for_bigrussianboss_description"	"Предмет добавляет корону на голову BigRussianBoss"
"item_for_versuta_description"			"Предмет изменяет модель Versuta"
"item_for_robbie_description"			"Предмет изменяет модель и меч Робби Злобного"
"item_for_fatmum_2_description"			"Предмет добавляет маску Канеки Кен Жирной мамке"
"item_for_boy_description"				"Предмет изменяет модель Опасного поцыка и добавляет новый эффект для способности Пизды дал"


"sounds_1"		"Уху минус три"						
"sounds_2"		"Heelp"	
"sounds_3"		"Держи в курсе"						
"sounds_4"		"Пацаны Вообще Ребята"
"sounds_5"		"Где враги?"							
"sounds_6"		"Опять Работа?"		
"sounds_7"		"Лох"
"sounds_8"		"Да это жестко"
"sounds_9"		"Я тут притаился"
"sounds_10"		"Вы хули тут делаете?"
"sounds_11"		"Убейте меня"
"sounds_12"		"Большой член Большие яйца"
"sounds_13"		"Cейчас зарежу"
"sounds_14"		"Йобаный рот этого казино"
"sounds_15"		"Шизофрения"
"sounds_16"		"Я вас уничтожу"
"sounds_17"		"Узнайте родителей этого ублюдка"
"sounds_18"		"Майнкрафт моя жизнь"
"sounds_19"		"Somebody once told me"
"sounds_20"		"Коно Дио да"
"sounds_21"		"Яре яре дазе"
"sounds_22"		"Это Фиаско"
"sounds_23"		"Помянем"
"sounds_24"		"Пам парам"
"sounds_25"		"Отдай сало"
"sounds_26"		"Чел ты"
"sounds_27"		"Крип крипочек"
"sounds_28"		"Нахуй Эту игру"
"sounds_29"		"Мясо для ебли"
"sounds_30"		"Rage daertc"
"sounds_31"		"Голосование"

"sounds_32"		"Что вы делаете в холодильнике?"
"sounds_33"		"Народ погнали"
"sounds_34"		"Fatality"
"sounds_35"		"О повезло, повезло"
"sounds_36"		"Балаанс"

"sounds_37"		"Нет друг я не оправдываюсь"
"sounds_38"		"Кто пиздел?"


"sounds_39"		"Ахууеть"
"sounds_40"		"Это просто ахуенно"
"sounds_41"		"Ты что тупой?"
"sounds_42"		"Расскажешь чел"
"sounds_43"		"Босс качалки"
"sounds_44"		"Разрабы пидорасы"

"sounds_45"		"Дядя не надо"
"sounds_46"		"Нет, долбоеб"
"sounds_47"		"Похуй нет не похуй"
"sounds_48"		"Смех.. DAMAGE!!"

"sounds_49"      "Вот и все долбоеб"
"sounds_50"      "Действительно, блять"
"sounds_51"      "Ты убил моего клоуна"
"sounds_52"      "Это ничего не значит"
"sounds_53"      "Жестко наебал"
"sounds_54"      "Welcome to the CUMzone"
"sounds_55"      "Пошел нахуй гамбургер"
"sounds_56"      "Вот и встретились дебилы"
"sounds_57"      "Отдай шмотку"
"sounds_58"      "Ну не надо, не стукай"
"sounds_59"      "Okay, lets dance"
"sounds_60"      "Алло, дайте покачаться"
"sounds_61"      "Это моя команда"
"sounds_62"      "Еврейский смех"

"sounds_202"		"Что вы мужички творите"
"sounds_203"		"Они зарабатывают миллионы"
"sounds_204"		"Ты оскорбил анимешников"
"sounds_205"		"Я не сосал член !"
"sounds_206"		"Мать сдохла?"
"sounds_207"		"С днем, великой победы"
"sounds_208"		"Ну заплачь !"
"sounds_209"		"Ныыа пид.."
"sounds_210"		"Тупа мочим"
"sounds_211"		"Дааа.. Нееет.."
"sounds_212"		"1 человек - 9 хуесосов"
"sounds_213"		"Как ты заебал"
"sounds_214"		"Папагемабоди"
"sounds_215"		"Ммм хуета"
"sounds_216"		"Это база"
"sounds_217"		"This is my perfect victory"
"sounds_218"		"Осууждаю !!!"

"info_button_wheel_check"	"Кнопка для вызова колеса чата"
